idea_id,title,tagline,description,problem_statement,domain,category,required_skills,team_size,complexity_level,estimated_timeline,what_you_need,technologies,original_stars,original_forks,source,repository_url
322,claude-coder,Kodu is an autonomous coding agent that lives in your IDE. It is a VSCode extension that can help you build your dream project step by step by leveraging the latest technologies in automated coding agents,"Kodu is an autonomous coding agent that lives in your IDE. It is a VSCode extension that can help you build your dream project step by step by leveraging the latest technologies in automated coding ag

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building AI Applications applications requires expertise that's not easily accessible to students.,AI Applications,gpt_apps,"[""HTML"", ""TypeScript"", ""LLMs"", ""JavaScript"", ""Shell"", ""CSS"", ""ChatGPT API"", ""Python""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, TypeScript, LLMs. Open to learning together!","[""chatgpt"", ""claude"", ""coding-agents"", ""llm"", ""openai"", ""vscode""]",5039,194,github_transformed,https://github.com/kodu-ai/claude-coder
323,marqo,Unified embedding generation and search engine. Also available on cloud - cloud.marqo.ai,"Unified embedding generation and search engine. Also available on cloud - cloud.marqo.ai

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for AI Applications applications.,AI Applications,gpt_apps,"[""LLMs"", ""Dockerfile"", ""NLP"", ""GPT"", ""scikit-learn"", ""PyTorch"", ""Jinja"", ""Shell""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: LLMs, Dockerfile, NLP. Open to learning together!","[""chatgpt"", ""clip"", ""deep-learning"", ""gpt"", ""hacktoberfest"", ""hnsw""]",4973,217,github_transformed,https://github.com/marqo-ai/marqo
324,OctoBot,Open source crypto trading bot,"Open source crypto trading bot

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for AI Applications problems.,AI Applications,gpt_apps,"[""LLMs"", ""Dockerfile"", ""Roff"", ""Shell"", ""ChatGPT API"", ""Backend"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: LLMs, Dockerfile, Roff. Open to learning together!","[""algorithmic-trading"", ""arbitrage"", ""backtesting"", ""binance"", ""bitcoin"", ""bot""]",4787,980,github_transformed,https://github.com/Drakkar-Software/OctoBot
325,h2o-llmstudio,H2O LLM Studio - a framework and no-code GUI for fine-tuning LLMs. Documentation: https://docs.h2o.ai/h2o-llmstudio/,"H2O LLM Studio - a framework and no-code GUI for fine-tuning LLMs. Documentation: https://docs.h2o.ai/h2o-llmstudio/

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building AI Applications applications requires expertise that's not easily accessible to students.,AI Applications,gpt_apps,"[""LLMs"", ""Dockerfile"", ""NLP"", ""GPT"", ""TensorFlow"", ""Machine Learning"", ""Makefile"", ""Shell""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: LLMs, Dockerfile, NLP. Open to learning together!","[""ai"", ""chatbot"", ""chatgpt"", ""fine-tuning"", ""finetuning"", ""generative""]",4652,495,github_transformed,https://github.com/h2oai/h2o-llmstudio
326,Learn_Prompting,"Prompt Engineering, Generative AI, and LLM Guide by Learn Prompting | Join our discord for the largest Prompt Engineering learning community","Prompt Engineering, Generative AI, and LLM Guide by Learn Prompting | Join our discord for the largest Prompt Engineering learning community

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building AI Applications applications requires expertise that's not easily accessible to students.,AI Applications,gpt_apps,"[""TeX"", ""Transformers"", ""TypeScript"", ""LLMs"", ""MDX"", ""NLP"", ""JavaScript"", ""scikit-learn""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: TeX, Transformers, TypeScript. Open to learning together!","[""chatgpt"", ""chatgpt-api"", ""deep-learning"", ""gpt-3"", ""gpt-4"", ""gpt-4-api""]",4580,648,github_transformed,https://github.com/trigaten/Learn_Prompting
327,ChatGPT-CodeReview,🐥 A code review bot powered by ChatGPT,"🐥 A code review bot powered by ChatGPT

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building AI Applications applications requires expertise that's not easily accessible to students.,AI Applications,gpt_apps,"[""HTML"", ""TypeScript"", ""LLMs"", ""Dockerfile"", ""JavaScript"", ""ChatGPT API"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: HTML, TypeScript, LLMs. Open to learning together!","[""chatgpt"", ""codereview"", ""probot""]",4372,459,github_transformed,https://github.com/anc95/ChatGPT-CodeReview
328,geekai,"AI 助手全套开源解决方案，自带运营管理后台，开箱即用。集成了 ChatGPT, Azure, ChatGLM,讯飞星火，文心一言等多个平台的大语言模型。支持 MJ AI 绘画，Stable Diffusion AI  绘画，微博热搜等插件工具。采用 Go + Vue3 + element-plus 实现。","AI 助手全套开源解决方案，自带运营管理后台，开箱即用。集成了 ChatGPT, Azure, ChatGLM,讯飞星火，文心一言等多个平台的大语言模型。支持 MJ AI 绘画，Stable Diffusion AI  绘画，微博热搜等插件工具。采用 Go + Vue3 + element-plus 实现。

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for AI Applications applications.,AI Applications,gpt_apps,"[""Microservices"", ""HTML"", ""LLMs"", ""JavaScript"", ""Vue"", ""Go"", ""Makefile"", ""Shell""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: Microservices, HTML, LLMs. Open to learning together!","[""azure"", ""chatgpt"", ""dalle3"", ""element-plus"", ""go"", ""midjourney""]",4363,1042,github_transformed,https://github.com/yangjian102621/geekai
329,Promptify,"Prompt Engineering | Prompt Versioning | Use GPT or other prompt based models to get structured output. Join our discord for Prompt-Engineering, LLMs and other latest research","Prompt Engineering | Prompt Versioning | Use GPT or other prompt based models to get structured output. Join our discord for Prompt-Engineering, LLMs and other latest research

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current AI Applications tools are either too complex or too limited for student projects.,AI Applications,gpt_apps,"[""Jupyter Notebook"", ""Transformers"", ""LLMs"", ""NLP"", ""scikit-learn"", ""Text Processing"", ""Jinja"", ""ChatGPT API""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: Jupyter Notebook, Transformers, LLMs. Open to learning together!","[""chatgpt"", ""chatgpt-api"", ""chatgpt-python"", ""gpt-3"", ""gpt-3-prompts"", ""gpt-4""]",4261,342,github_transformed,https://github.com/promptslab/Promptify
330,cheetah,Mac app for crushing tech interviews with AI,"Mac app for crushing tech interviews with AI

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for AI Applications problems.,AI Applications,gpt_apps,"[""LLMs"", ""NLP"", ""GPT"", ""JavaScript"", ""TensorFlow"", ""C++"", ""Machine Learning"", ""C""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: LLMs, NLP, GPT. Open to learning together!","[""ai"", ""chatgpt"", ""gpt"", ""gpt-4"", ""openai"", ""swift""]",4226,302,github_transformed,https://github.com/leetcode-mafia/cheetah
331,obsidian-smart-connections,"Chat with your notes & see links to related content with AI embeddings. Use local models or 100+ via APIs like Claude, Gemini, ChatGPT & Llama 3","Chat with your notes & see links to related content with AI embeddings. Use local models or 100+ via APIs like Claude, Gemini, ChatGPT & Llama 3

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for AI Applications applications.,AI Applications,gpt_apps,"[""LLMs"", ""JavaScript"", ""CSS"", ""ChatGPT API"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: LLMs, JavaScript, CSS. Open to learning together!","[""chatgpt"", ""claude"", ""embeddings"", ""gemini"", ""llama3"", ""obsidian""]",4160,248,github_transformed,https://github.com/brianpetro/obsidian-smart-connections
332,bot-on-anything,"A large model-based chatbot builder that can quickly integrate AI models (including ChatGPT, Claude, Gemini) into various software applications (such as Telegram, Gmail, Slack, and websites).","A large model-based chatbot builder that can quickly integrate AI models (including ChatGPT, Claude, Gemini) into various software applications (such as Telegram, Gmail, Slack, and websites).

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building AI Applications applications requires expertise that's not easily accessible to students.,AI Applications,gpt_apps,"[""HTML"", ""LLMs"", ""Dockerfile"", ""JavaScript"", ""Shell"", ""CSS"", ""ChatGPT API"", ""Python""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, LLMs, Dockerfile. Open to learning together!","[""chatgpt"", ""claude"", ""gemini"", ""gmail"", ""slack"", ""telegram""]",4133,925,github_transformed,https://github.com/zhayujie/bot-on-anything
333,warp-yg,warp多功能一键脚本，支持warp-go与wgcf切换，无限生成warp配置文件，支持升级warp+、warp团队账户，查看VPS本地IP、netflix、chatgpt解锁状态,"warp多功能一键脚本，支持warp-go与wgcf切换，无限生成warp配置文件，支持升级warp+、warp团队账户，查看VPS本地IP、netflix、chatgpt解锁状态

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current AI Applications tools are either too complex or too limited for student projects.,AI Applications,gpt_apps,"[""Shell"", ""LLMs"", ""ChatGPT API"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: Shell, LLMs, ChatGPT API. Open to learning together!","[""chatgpt"", ""cloudflare"", ""endpoint"", ""netflix"", ""replit"", ""socks5-proxy""]",4120,1053,github_transformed,https://github.com/yonggekkk/warp-yg
334,MedicalGPT,MedicalGPT: Training Your Own Medical GPT Model with ChatGPT Training Pipeline. 训练医疗大模型，实现了包括增量预训练(PT)、有监督微调(SFT)、RLHF、DPO、ORPO、GRPO。,"MedicalGPT: Training Your Own Medical GPT Model with ChatGPT Training Pipeline. 训练医疗大模型，实现了包括增量预训练(PT)、有监督微调(SFT)、RLHF、DPO、ORPO、GRPO。

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building AI Applications applications requires expertise that's not easily accessible to students.,AI Applications,gpt_apps,"[""Jupyter Notebook"", ""LLMs"", ""NLP"", ""GPT"", ""Shell"", ""ChatGPT API"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: Jupyter Notebook, LLMs, NLP. Open to learning together!","[""chatgpt"", ""dpo"", ""gpt"", ""llama"", ""llm"", ""medical""]",4107,602,github_transformed,https://github.com/shibing624/MedicalGPT
335,deepchat,🐬DeepChat - A smart assistant that connects powerful AI to your personal world,"🐬DeepChat - A smart assistant that connects powerful AI to your personal world

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building AI Applications applications requires expertise that's not easily accessible to students.,AI Applications,gpt_apps,"[""HTML"", ""TypeScript"", ""LLMs"", ""JavaScript"", ""TensorFlow"", ""Vue"", ""Machine Learning"", ""Shell""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, TypeScript, LLMs. Open to learning together!","[""agent"", ""ai"", ""ai-assistant"", ""ai-chat"", ""chat"", ""chatbot""]",4097,516,github_transformed,https://github.com/ThinkInAIXYZ/deepchat
336,whodb,"A lightweight next-gen data explorer - Postgres, MySQL, SQLite, MongoDB, Redis, MariaDB, Elastic Search, and Clickhouse with Chat interface","A lightweight next-gen data explorer - Postgres, MySQL, SQLite, MongoDB, Redis, MariaDB, Elastic Search, and Clickhouse with Chat interface

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for AI Applications applications.,AI Applications,gpt_apps,"[""HTML"", ""TypeScript"", ""LLMs"", ""Dockerfile"", ""JavaScript"", ""Go"", ""Shell"", ""PLpgSQL""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, TypeScript, LLMs. Open to learning together!","[""anthropic"", ""chatgpt"", ""clickhouse"", ""data-analysis"", ""database"", ""elasticsearch""]",4085,155,github_transformed,https://github.com/clidey/whodb
337,casibase,"⚡️AI Cloud OS: Open-source enterprise-level AI knowledge base and MCP (model-context-protocol)/A2A (agent-to-agent) management platform with admin UI, user management and Single-Sign-On⚡️, supports ChatGPT, Claude, Llama, Ollama, HuggingFace, etc., chat bot demo: https://ai.casibase.com, admin UI demo: https://ai-admin.casibase.com","⚡️AI Cloud OS: Open-source enterprise-level AI knowledge base and MCP (model-context-protocol)/A2A (agent-to-agent) management platform with admin UI, user management and Single-Sign-On⚡️, supports Ch

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current AI Applications tools are either too complex or too limited for student projects.,AI Applications,gpt_apps,"[""LLMs"", ""Dockerfile"", ""NLP"", ""GPT"", ""JavaScript"", ""Go"", ""Shell"", ""Less""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: LLMs, Dockerfile, NLP. Open to learning together!","[""a2a"", ""agent"", ""agi"", ""casibase"", ""chatbot"", ""chatgpt""]",4075,488,github_transformed,https://github.com/casibase/casibase
338,lmql,A language for constraint-guided and efficient LLM programming.,"A language for constraint-guided and efficient LLM programming.

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for AI Applications problems.,AI Applications,gpt_apps,"[""HTML"", ""LLMs"", ""Nix"", ""Dockerfile"", ""JavaScript"", ""Shell"", ""CSS"", ""ChatGPT API""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, LLMs, Nix. Open to learning together!","[""chatgpt"", ""huggingface"", ""language-model"", ""programming-language""]",4062,212,github_transformed,https://github.com/eth-sri/lmql
339,gptme,"Your agent in your terminal, equipped with local tools: writes code, uses the terminal, browses the web, vision.","Your agent in your terminal, equipped with local tools: writes code, uses the terminal, browses the web, vision.

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current AI Applications tools are either too complex or too limited for student projects.,AI Applications,gpt_apps,"[""HTML"", ""LLMs"", ""Dockerfile"", ""JavaScript"", ""Makefile"", ""Shell"", ""CSS"", ""ChatGPT API""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, LLMs, Dockerfile. Open to learning together!","[""agent"", ""agents"", ""ai-agents"", ""ai-assistant"", ""anthropic"", ""chatbot""]",4027,334,github_transformed,https://github.com/gptme/gptme
340,OpenGpt,Create your own ChatGPT App in seconds.,"Create your own ChatGPT App in seconds.

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for AI Applications problems.,AI Applications,gpt_apps,"[""TypeScript"", ""LLMs"", ""JavaScript"", ""CSS"", ""ChatGPT API"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: TypeScript, LLMs, JavaScript. Open to learning together!","[""application"", ""chatgpt"", ""openai""]",3933,392,github_transformed,https://github.com/futantan/OpenGpt
341,mirotalk,"🚀 WebRTC - P2P - Simple, Secure, Fast Real-Time Video Conferences Up to 8k and 60fps, compatible with all browsers and platforms.","🚀 WebRTC - P2P - Simple, Secure, Fast Real-Time Video Conferences Up to 8k and 60fps, compatible with all browsers and platforms.

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for AI Applications problems.,AI Applications,gpt_apps,"[""HTML"", ""LLMs"", ""Dockerfile"", ""JavaScript"", ""Makefile"", ""Shell"", ""CSS"", ""ChatGPT API""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, LLMs, Dockerfile. Open to learning together!","[""chatgpt"", ""conference"", ""conferencing"", ""decentralized"", ""hacktoberfest"", ""html-css-javascript""]",3930,662,github_transformed,https://github.com/miroslavpejic85/mirotalk
342,chatgpt-android,📲 ChatGPT Android demonstrates a Chatbot application using OpenAI's chat API on Android with Stream Chat SDK for Compose.,"📲 ChatGPT Android demonstrates a Chatbot application using OpenAI's chat API on Android with Stream Chat SDK for Compose.

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current AI Applications tools are either too complex or too limited for student projects.,AI Applications,gpt_apps,"[""Kotlin"", ""LLMs"", ""ChatGPT API"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: Kotlin, LLMs, ChatGPT API. Open to learning together!","[""android"", ""chat"", ""chat-gpt"", ""chatbot"", ""chatbots"", ""chatgpt""]",3848,447,github_transformed,https://github.com/skydoves/chatgpt-android
343,ChatGPT-Telegram-Workers,"Easily deploy your Telegram ChatGPT bot on Cloudflare Workers (or Vercel, Docker...).","Easily deploy your Telegram ChatGPT bot on Cloudflare Workers (or Vercel, Docker...).

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current AI Applications tools are either too complex or too limited for student projects.,AI Applications,gpt_apps,"[""HTML"", ""TypeScript"", ""LLMs"", ""Dockerfile"", ""NLP"", ""GPT"", ""JavaScript"", ""CSS""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, TypeScript, LLMs. Open to learning together!","[""bot"", ""chatgpt"", ""cloudflare"", ""cloudflare-workers"", ""gpt"", ""serverless""]",3754,882,github_transformed,https://github.com/TBXark/ChatGPT-Telegram-Workers
344,langroid,Harness LLMs with Multi-Agent Programming,"Harness LLMs with Multi-Agent Programming

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current AI Applications tools are either too complex or too limited for student projects.,AI Applications,gpt_apps,"[""LLMs"", ""Dockerfile"", ""NLP"", ""GPT"", ""TensorFlow"", ""Machine Learning"", ""Makefile"", ""Shell""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: LLMs, Dockerfile, NLP. Open to learning together!","[""agents"", ""ai"", ""chatgpt"", ""function-calling"", ""gpt"", ""gpt-4""]",3721,352,github_transformed,https://github.com/langroid/langroid
345,llm-workflow-engine,Power CLI and Workflow manager for LLMs (core package),"Power CLI and Workflow manager for LLMs (core package)

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building AI Applications applications requires expertise that's not easily accessible to students.,AI Applications,gpt_apps,"[""LLMs"", ""Dockerfile"", ""Shell"", ""ChatGPT API"", ""Mako"", ""Backend"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: LLMs, Dockerfile, Shell. Open to learning together!","[""chatbot"", ""chatgpt"", ""gpt-3"", ""gpt3"", ""gpt4"", ""llm""]",3713,470,github_transformed,https://github.com/llm-workflow-engine/llm-workflow-engine
346,chatgpt-java,"ChatGPT Java SDK。支持 GPT-4o、 GPT-5 API。开箱即用。An unofficial Java SDK for seamless integration with ChatGPT's GPT-5 and GPT-4 APIs. Ready-to-use, simple setup, and efficient for building AI-powered applications.","ChatGPT Java SDK。支持 GPT-4o、 GPT-5 API。开箱即用。An unofficial Java SDK for seamless integration with ChatGPT's GPT-5 and GPT-4 APIs. Ready-to-use, simple setup, and efficient for building AI-powered applic

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for AI Applications applications.,AI Applications,gpt_apps,"[""Java"", ""LLMs"", ""ChatGPT API"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: Java, LLMs, ChatGPT API. Open to learning together!","[""chatgpt"", ""chatgpt-api"", ""chatgpt-api-wrapper"", ""chatgpt-bot"", ""chatgpt-sdk"", ""chatgpt3""]",3644,713,github_transformed,https://github.com/PlexPt/chatgpt-java
347,NExT-GPT,"Code and models for ICML 2024 paper, NExT-GPT: Any-to-Any Multimodal Large Language Model","Code and models for ICML 2024 paper, NExT-GPT: Any-to-Any Multimodal Large Language Model

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for AI Applications problems.,AI Applications,gpt_apps,"[""Shell"", ""LLMs"", ""ChatGPT API"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: Shell, LLMs, ChatGPT API. Open to learning together!","[""chatgpt"", ""foundation-models"", ""gpt-4"", ""instruction-tuning"", ""large-language-models"", ""llm""]",3566,359,github_transformed,https://github.com/NExT-GPT/NExT-GPT
348,Streamer-Sales,Streamer-Sales 销冠 —— 卖货主播 LLM 大模型🛒🎁，一个能够根据给定的商品特点从激发用户购买意愿角度出发进行商品解说的卖货主播大模型。🚀⭐内含详细的数据生成流程❗ 📦另外还集成了 LMDeploy 加速推理🚀、RAG检索增强生成 📚、TTS文字转语音🔊、数字人生成 🦸、 Agent 使用网络查询实时信息🌐、ASR 语音转文字🎙️、Vue 生态搭建前端🍍、FastAPI 搭建后端🗝️、Docker-compose 打包部署🐋,"Streamer-Sales 销冠 —— 卖货主播 LLM 大模型🛒🎁，一个能够根据给定的商品特点从激发用户购买意愿角度出发进行商品解说的卖货主播大模型。🚀⭐内含详细的数据生成流程❗ 📦另外还集成了 LMDeploy 加速推理🚀、RAG检索增强生成 📚、TTS文字转语音🔊、数字人生成 🦸、 Agent 使用网络查询实时信息🌐、ASR 语音转文字🎙️、Vue 生态搭建前端🍍、FastAPI 搭建后端

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for AI Applications applications.,AI Applications,gpt_apps,"[""HTML"", ""TypeScript"", ""LLMs"", ""Dockerfile"", ""NLP"", ""GPT"", ""JavaScript"", ""Vue""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, TypeScript, LLMs. Open to learning together!","[""asr"", ""chat"", ""chat-application"", ""chatbot"", ""chatgpt"", ""digital-human""]",3496,536,github_transformed,https://github.com/PeterH0323/Streamer-Sales
349,scikit-llm,Seamlessly integrate LLMs into scikit-learn.,"Seamlessly integrate LLMs into scikit-learn.

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current AI Applications tools are either too complex or too limited for student projects.,AI Applications,gpt_apps,"[""LLMs"", ""scikit-learn"", ""PyTorch"", ""ChatGPT API"", ""ML Algorithms"", ""Neural Networks"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: LLMs, scikit-learn, PyTorch. Open to learning together!","[""chatgpt"", ""deep-learning"", ""llm"", ""machine-learning"", ""scikit-learn"", ""transformers""]",3485,280,github_transformed,https://github.com/BeastByteAI/scikit-llm
350,ChatGPT-On-CS,基于大模型的智能对话客服工具，支持微信、拼多多、千牛、哔哩哔哩、抖音企业号、抖音、抖店、微博聊天、小红书专业号运营、小红书、知乎等平台接入，可选择 GPT3.5/GPT4.0/ 懒人百宝箱 （后续会支持更多平台），能处理文本、语音和图片，通过插件访问操作系统和互联网等外部资源，支持基于自有知识库定制企业 AI 应用。,"基于大模型的智能对话客服工具，支持微信、拼多多、千牛、哔哩哔哩、抖音企业号、抖音、抖店、微博聊天、小红书专业号运营、小红书、知乎等平台接入，可选择 GPT3.5/GPT4.0/ 懒人百宝箱 （后续会支持更多平台），能处理文本、语音和图片，通过插件访问操作系统和互联网等外部资源，支持基于自有知识库定制企业 AI 应用。

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for AI Applications problems.,AI Applications,gpt_apps,"[""TypeScript"", ""LLMs"", ""SCSS"", ""JavaScript"", ""TensorFlow"", ""Machine Learning"", ""EJS"", ""CSS""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: TypeScript, LLMs, SCSS. Open to learning together!","[""ai"", ""autohotkey"", ""automation"", ""bilibili"", ""bot"", ""chatgpt""]",3417,423,github_transformed,https://github.com/cs-lazy-tools/ChatGPT-On-CS
351,chatgpt-telegram-bot,"🤖 A Telegram bot that integrates with OpenAI's official ChatGPT APIs to provide answers, written in Python","🤖 A Telegram bot that integrates with OpenAI's official ChatGPT APIs to provide answers, written in Python

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building AI Applications applications requires expertise that's not easily accessible to students.,AI Applications,gpt_apps,"[""LLMs"", ""Dockerfile"", ""ChatGPT API"", ""Backend"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: LLMs, Dockerfile, ChatGPT API. Open to learning together!","[""chatgpt"", ""dall-e"", ""openai"", ""python"", ""telegram-bot"", ""whisper""]",3390,1570,github_transformed,https://github.com/n3d1117/chatgpt-telegram-bot
352,agentheroes,"Generate, animate and schedule your AI characters 🤖","Generate, animate and schedule your AI characters 🤖

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current AI Applications tools are either too complex or too limited for student projects.,AI Applications,gpt_apps,"[""TypeScript"", ""LLMs"", ""Dockerfile"", ""JavaScript"", ""TensorFlow"", ""Machine Learning"", ""CSS"", ""ChatGPT API""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: TypeScript, LLMs, Dockerfile. Open to learning together!","[""agent"", ""agents"", ""ai"", ""chatgpt"", ""generate"", ""image""]",3387,74,github_transformed,https://github.com/agentheroes/agentheroes
353,Ask-Anything,"[CVPR2024 Highlight][VideoChatGPT] ChatGPT with video understanding! And many more supported LMs such as miniGPT4, StableLM, and MOSS.","[CVPR2024 Highlight][VideoChatGPT] ChatGPT with video understanding! And many more supported LMs such as miniGPT4, StableLM, and MOSS.

This project explores AI Applications and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building AI Applications applications requires expertise that's not easily accessible to students.,AI Applications,gpt_apps,"[""Jupyter Notebook"", ""LLMs"", ""Shell"", ""ChatGPT API"", ""Python""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: Jupyter Notebook, LLMs, Shell. Open to learning together!","[""big-model"", ""captioning-videos"", ""chat"", ""chatgpt"", ""foundation-models"", ""gradio""]",3305,267,github_transformed,https://github.com/OpenGVLab/Ask-Anything
